,time,name,value,unit
625,2024-11-08 15:07:26.449639,dummy_instrument_random_number.param0,10,
626,2024-11-08 15:07:27.281740,dummy_instrument_random_number.param2,22,
627,2024-11-08 15:07:27.576004,dummy_instrument_random_number.param0,10,
628,2024-11-08 15:07:28.273920,dummy_instrument_random_number.param2,22,
629,2024-11-08 15:07:28.664985,dummy_instrument_random_number.param0,10,
630,2024-11-08 15:07:29.274907,dummy_instrument_random_number.param2,22,
631,2024-11-08 15:07:29.788257,dummy_instrument_random_number.param0,10,
632,2024-11-08 15:07:30.272999,dummy_instrument_random_number.param2,22,
633,2024-11-08 15:07:30.871284,dummy_instrument_random_number.param0,10,
634,2024-11-08 15:07:31.247346,dummy_instrument_random_number.param2,22,
635,2024-11-08 15:07:32.002864,dummy_instrument_random_number.param0,10,
636,2024-11-08 15:07:32.261763,dummy_instrument_random_number.param2,22,
637,2024-11-08 15:07:33.094229,dummy_instrument_random_number.param0,10,
638,2024-11-08 15:07:33.271659,dummy_instrument_random_number.param2,22,
639,2024-11-08 15:07:34.223166,dummy_instrument_random_number.param0,10,
640,2024-11-08 15:07:34.242613,dummy_instrument_random_number.param2,22,
641,2024-11-08 15:07:35.259537,dummy_instrument_random_number.param2,22,
642,2024-11-08 15:07:35.312969,dummy_instrument_random_number.param0,10,
643,2024-11-08 15:07:36.252961,dummy_instrument_random_number.param2,22,
644,2024-11-08 15:07:36.419215,dummy_instrument_random_number.param0,10,
645,2024-11-08 15:07:37.256959,dummy_instrument_random_number.param2,22,
646,2024-11-08 15:07:37.539205,dummy_instrument_random_number.param0,10,
647,2024-11-08 15:07:38.245145,dummy_instrument_random_number.param2,22,
648,2024-11-08 15:07:38.671518,dummy_instrument_random_number.param0,10,
649,2024-11-08 15:07:39.273837,dummy_instrument_random_number.param2,22,
650,2024-11-08 15:07:39.753725,dummy_instrument_random_number.param0,10,
651,2024-11-08 15:07:40.266048,dummy_instrument_random_number.param2,22,
652,2024-11-08 15:07:40.857931,dummy_instrument_random_number.param0,10,
653,2024-11-08 15:07:41.248934,dummy_instrument_random_number.param2,22,
654,2024-11-08 15:07:42.000639,dummy_instrument_random_number.param0,10,
655,2024-11-08 15:07:42.273832,dummy_instrument_random_number.param2,22,
656,2024-11-08 15:07:43.092258,dummy_instrument_random_number.param0,10,
657,2024-11-08 15:07:43.242918,dummy_instrument_random_number.param2,22,
658,2024-11-08 15:07:44.215476,dummy_instrument_random_number.param0,10,
659,2024-11-08 15:07:44.246564,dummy_instrument_random_number.param2,22,
660,2024-11-08 15:07:45.283516,dummy_instrument_random_number.param2,22,
661,2024-11-08 15:07:45.305624,dummy_instrument_random_number.param0,10,
662,2024-11-08 15:07:46.253590,dummy_instrument_random_number.param2,22,
663,2024-11-08 15:07:46.400013,dummy_instrument_random_number.param0,10,
664,2024-11-08 15:07:47.270937,dummy_instrument_random_number.param2,22,
665,2024-11-08 15:07:47.519638,dummy_instrument_random_number.param0,10,
666,2024-11-08 15:07:48.255181,dummy_instrument_random_number.param2,22,
667,2024-11-08 15:07:48.657145,dummy_instrument_random_number.param0,10,
668,2024-11-08 15:07:49.255778,dummy_instrument_random_number.param2,22,
669,2024-11-08 15:07:49.745662,dummy_instrument_random_number.param0,10,
670,2024-11-08 15:07:50.257475,dummy_instrument_random_number.param2,22,
671,2024-11-08 15:07:50.854418,dummy_instrument_random_number.param0,10,
672,2024-11-08 15:07:51.258392,dummy_instrument_random_number.param2,22,
673,2024-11-08 15:07:51.971614,dummy_instrument_random_number.param0,10,
674,2024-11-08 15:07:52.265960,dummy_instrument_random_number.param2,22,
675,2024-11-08 15:07:53.077661,dummy_instrument_random_number.param0,10,
676,2024-11-08 15:07:53.259285,dummy_instrument_random_number.param2,22,
677,2024-11-08 15:07:54.166378,dummy_instrument_random_number.param0,10,
678,2024-11-08 15:07:54.275252,dummy_instrument_random_number.param2,22,
679,2024-11-08 15:07:55.266527,dummy_instrument_random_number.param2,22,
680,2024-11-08 15:07:55.286172,dummy_instrument_random_number.param0,10,
681,2024-11-08 15:07:56.266278,dummy_instrument_random_number.param2,22,
682,2024-11-08 15:07:56.388159,dummy_instrument_random_number.param0,10,
683,2024-11-08 15:07:57.276532,dummy_instrument_random_number.param2,22,
684,2024-11-08 15:07:57.533439,dummy_instrument_random_number.param0,10,
685,2024-11-08 15:07:58.265829,dummy_instrument_random_number.param2,22,
686,2024-11-08 15:07:58.610902,dummy_instrument_random_number.param0,10,
687,2024-11-08 15:07:59.278399,dummy_instrument_random_number.param2,22,
688,2024-11-08 15:07:59.729513,dummy_instrument_random_number.param0,10,
689,2024-11-08 15:08:00.250649,dummy_instrument_random_number.param2,22,
690,2024-11-08 15:08:00.856644,dummy_instrument_random_number.param0,10,
691,2024-11-08 15:08:01.266664,dummy_instrument_random_number.param2,22,
692,2024-11-08 15:08:01.931334,dummy_instrument_random_number.param0,10,
693,2024-11-08 15:08:02.273633,dummy_instrument_random_number.param2,22,
694,2024-11-08 15:08:03.043207,dummy_instrument_random_number.param0,10,
695,2024-11-08 15:08:03.281512,dummy_instrument_random_number.param2,22,
696,2024-11-08 15:08:04.149370,dummy_instrument_random_number.param0,10,
697,2024-11-08 15:08:04.256720,dummy_instrument_random_number.param2,22,
698,2024-11-08 15:08:05.268001,dummy_instrument_random_number.param2,22,
699,2024-11-08 15:08:05.306209,dummy_instrument_random_number.param0,10,
700,2024-11-08 15:08:06.249906,dummy_instrument_random_number.param2,22,
701,2024-11-08 15:08:06.381419,dummy_instrument_random_number.param0,10,
702,2024-11-08 15:08:07.250025,dummy_instrument_random_number.param2,22,
703,2024-11-08 15:08:07.487237,dummy_instrument_random_number.param0,10,
704,2024-11-08 15:08:08.266163,dummy_instrument_random_number.param2,22,
705,2024-11-08 15:08:08.606158,dummy_instrument_random_number.param0,10,
706,2024-11-08 15:08:09.270358,dummy_instrument_random_number.param2,22,
707,2024-11-08 15:08:09.719309,dummy_instrument_random_number.param0,10,
708,2024-11-08 15:08:10.263222,dummy_instrument_random_number.param2,22,
709,2024-11-08 15:08:10.823008,dummy_instrument_random_number.param0,10,
710,2024-11-08 15:08:11.257011,dummy_instrument_random_number.param2,22,
711,2024-11-08 15:08:11.916573,dummy_instrument_random_number.param0,10,
712,2024-11-08 15:08:12.264568,dummy_instrument_random_number.param2,22,
713,2024-11-08 15:08:13.041787,dummy_instrument_random_number.param0,10,
714,2024-11-08 15:08:13.247209,dummy_instrument_random_number.param2,22,
715,2024-11-08 15:08:14.148801,dummy_instrument_random_number.param0,10,
716,2024-11-08 15:08:14.262392,dummy_instrument_random_number.param2,22,
717,2024-11-08 15:08:15.252716,dummy_instrument_random_number.param0,10,
718,2024-11-08 15:08:15.268502,dummy_instrument_random_number.param2,22,
719,2024-11-08 15:08:16.239448,dummy_instrument_random_number.param2,22,
720,2024-11-08 15:08:16.350164,dummy_instrument_random_number.param0,10,
721,2024-11-08 15:08:17.250146,dummy_instrument_random_number.param2,22,
722,2024-11-08 15:08:17.480080,dummy_instrument_random_number.param0,10,
723,2024-11-08 15:08:18.261987,dummy_instrument_random_number.param2,22,
724,2024-11-08 15:08:18.585234,dummy_instrument_random_number.param0,10,
725,2024-11-08 15:08:19.264244,dummy_instrument_random_number.param2,22,
726,2024-11-08 15:08:19.693392,dummy_instrument_random_number.param0,10,
727,2024-11-08 15:08:20.264016,dummy_instrument_random_number.param2,22,
728,2024-11-08 15:08:20.799876,dummy_instrument_random_number.param0,10,
729,2024-11-08 15:08:21.251645,dummy_instrument_random_number.param2,22,
730,2024-11-08 15:08:21.908977,dummy_instrument_random_number.param0,10,
731,2024-11-08 15:08:22.266288,dummy_instrument_random_number.param2,22,
732,2024-11-08 15:08:23.029669,dummy_instrument_random_number.param0,10,
733,2024-11-08 15:08:23.255184,dummy_instrument_random_number.param2,22,
734,2024-11-08 15:08:24.126195,dummy_instrument_random_number.param0,10,
735,2024-11-08 15:08:24.277589,dummy_instrument_random_number.param2,22,
736,2024-11-08 15:08:25.252816,dummy_instrument_random_number.param0,10,
737,2024-11-08 15:08:25.284248,dummy_instrument_random_number.param2,22,
738,2024-11-08 15:08:26.276754,dummy_instrument_random_number.param2,22,
739,2024-11-08 15:08:26.350514,dummy_instrument_random_number.param0,10,
740,2024-11-08 15:08:27.267062,dummy_instrument_random_number.param2,22,
741,2024-11-08 15:08:27.472134,dummy_instrument_random_number.param0,10,
742,2024-11-08 15:08:28.286935,dummy_instrument_random_number.param2,22,
743,2024-11-08 15:08:28.554870,dummy_instrument_random_number.param0,10,
744,2024-11-08 15:08:29.276005,dummy_instrument_random_number.param2,22,
745,2024-11-08 15:08:29.670928,dummy_instrument_random_number.param0,10,
746,2024-11-08 15:08:30.271291,dummy_instrument_random_number.param2,22,
747,2024-11-08 15:08:30.777805,dummy_instrument_random_number.param0,10,
748,2024-11-08 15:08:31.263045,dummy_instrument_random_number.param2,22,
749,2024-11-08 15:08:31.883475,dummy_instrument_random_number.param0,10,
750,2024-11-08 15:08:32.278836,dummy_instrument_random_number.param2,22,
751,2024-11-08 15:08:33.019196,dummy_instrument_random_number.param0,10,
752,2024-11-08 15:08:33.277629,dummy_instrument_random_number.param2,22,
753,2024-11-08 15:08:34.120659,dummy_instrument_random_number.param0,10,
754,2024-11-08 15:08:34.298492,dummy_instrument_random_number.param2,22,
755,2024-11-08 15:08:35.218688,dummy_instrument_random_number.param0,10,
756,2024-11-08 15:08:35.281578,dummy_instrument_random_number.param2,22,
757,2024-11-08 15:08:36.293759,dummy_instrument_random_number.param2,22,
758,2024-11-08 15:08:36.326029,dummy_instrument_random_number.param0,10,
759,2024-11-08 15:08:37.285474,dummy_instrument_random_number.param2,22,
760,2024-11-08 15:08:37.436742,dummy_instrument_random_number.param0,10,
761,2024-11-08 15:08:38.304158,dummy_instrument_random_number.param2,22,
762,2024-11-08 15:08:38.543658,dummy_instrument_random_number.param0,10,
763,2024-11-08 15:08:39.273171,dummy_instrument_random_number.param2,22,
764,2024-11-08 15:08:39.664422,dummy_instrument_random_number.param0,10,
765,2024-11-08 15:08:40.290728,dummy_instrument_random_number.param2,22,
766,2024-11-08 15:08:40.760965,dummy_instrument_random_number.param0,10,
767,2024-11-08 15:08:41.308614,dummy_instrument_random_number.param2,22,
768,2024-11-08 15:08:41.876473,dummy_instrument_random_number.param0,10,
769,2024-11-08 15:08:42.285862,dummy_instrument_random_number.param2,22,
770,2024-11-08 15:08:43.035307,dummy_instrument_random_number.param0,10,
771,2024-11-08 15:08:43.302895,dummy_instrument_random_number.param2,22,
772,2024-11-08 15:08:44.106646,dummy_instrument_random_number.param0,10,
773,2024-11-08 15:08:44.295939,dummy_instrument_random_number.param2,22,
774,2024-11-08 15:08:45.216199,dummy_instrument_random_number.param0,10,
775,2024-11-08 15:08:45.325299,dummy_instrument_random_number.param2,22,
776,2024-11-08 15:08:46.304374,dummy_instrument_random_number.param2,22,
777,2024-11-08 15:08:46.323176,dummy_instrument_random_number.param0,10,
778,2024-11-08 15:08:47.295279,dummy_instrument_random_number.param2,22,
779,2024-11-08 15:08:47.420930,dummy_instrument_random_number.param0,10,
780,2024-11-08 15:08:48.295241,dummy_instrument_random_number.param2,22,
781,2024-11-08 15:08:48.550253,dummy_instrument_random_number.param0,10,
782,2024-11-08 15:08:49.311112,dummy_instrument_random_number.param2,22,
783,2024-11-08 15:08:49.655335,dummy_instrument_random_number.param0,10,
784,2024-11-08 15:08:50.288794,dummy_instrument_random_number.param2,22,
785,2024-11-08 15:08:50.761452,dummy_instrument_random_number.param0,10,
786,2024-11-08 15:08:51.327880,dummy_instrument_random_number.param2,22,
787,2024-11-08 15:08:51.862237,dummy_instrument_random_number.param0,10,
788,2024-11-08 15:08:52.288070,dummy_instrument_random_number.param2,22,
789,2024-11-08 15:08:52.964073,dummy_instrument_random_number.param0,10,
790,2024-11-08 15:08:53.325860,dummy_instrument_random_number.param2,22,
791,2024-11-08 15:08:54.098330,dummy_instrument_random_number.param0,10,
792,2024-11-08 15:08:54.289047,dummy_instrument_random_number.param2,22,
793,2024-11-08 15:08:55.189245,dummy_instrument_random_number.param0,10,
794,2024-11-08 15:08:55.320598,dummy_instrument_random_number.param2,22,
795,2024-11-08 15:08:56.296762,dummy_instrument_random_number.param0,10,
796,2024-11-08 15:08:56.328030,dummy_instrument_random_number.param2,22,
797,2024-11-08 15:08:57.304004,dummy_instrument_random_number.param2,22,
798,2024-11-08 15:08:57.405149,dummy_instrument_random_number.param0,10,
799,2024-11-08 15:08:58.311024,dummy_instrument_random_number.param2,22,
800,2024-11-08 15:08:58.533465,dummy_instrument_random_number.param0,10,
801,2024-11-08 15:08:59.314128,dummy_instrument_random_number.param2,22,
802,2024-11-08 15:08:59.639831,dummy_instrument_random_number.param0,10,
803,2024-11-08 15:09:00.305724,dummy_instrument_random_number.param2,22,
804,2024-11-08 15:09:00.742367,dummy_instrument_random_number.param0,10,
805,2024-11-08 15:09:01.316493,dummy_instrument_random_number.param2,22,
806,2024-11-08 15:09:01.854011,dummy_instrument_random_number.param0,10,
807,2024-11-08 15:09:02.310503,dummy_instrument_random_number.param2,22,
808,2024-11-08 15:09:02.971259,dummy_instrument_random_number.param0,10,
809,2024-11-08 15:09:03.301157,dummy_instrument_random_number.param2,22,
810,2024-11-08 15:09:04.095800,dummy_instrument_random_number.param0,10,
811,2024-11-08 15:09:04.311187,dummy_instrument_random_number.param2,22,
812,2024-11-08 15:09:05.190532,dummy_instrument_random_number.param0,10,
813,2024-11-08 15:09:05.318298,dummy_instrument_random_number.param2,22,
814,2024-11-08 15:09:06.295723,dummy_instrument_random_number.param0,10,
815,2024-11-08 15:09:06.329432,dummy_instrument_random_number.param2,22,
816,2024-11-08 15:09:07.291604,dummy_instrument_random_number.param2,22,
817,2024-11-08 15:09:07.399940,dummy_instrument_random_number.param0,10,
818,2024-11-08 15:09:08.325743,dummy_instrument_random_number.param2,22,
819,2024-11-08 15:09:08.514966,dummy_instrument_random_number.param0,10,
820,2024-11-08 15:09:09.292124,dummy_instrument_random_number.param2,22,
821,2024-11-08 15:09:09.628426,dummy_instrument_random_number.param0,10,
822,2024-11-08 15:09:10.310570,dummy_instrument_random_number.param2,22,
823,2024-11-08 15:09:10.735393,dummy_instrument_random_number.param0,10,
824,2024-11-08 15:09:11.298400,dummy_instrument_random_number.param2,22,
825,2024-11-08 15:09:11.859367,dummy_instrument_random_number.param0,10,
826,2024-11-08 15:09:12.307305,dummy_instrument_random_number.param2,22,
827,2024-11-08 15:09:12.940402,dummy_instrument_random_number.param0,10,
828,2024-11-08 15:09:13.289384,dummy_instrument_random_number.param2,22,
829,2024-11-08 15:09:14.049992,dummy_instrument_random_number.param0,10,
830,2024-11-08 15:09:14.314969,dummy_instrument_random_number.param2,22,
831,2024-11-08 15:09:15.167151,dummy_instrument_random_number.param0,10,
832,2024-11-08 15:09:15.293657,dummy_instrument_random_number.param2,22,
833,2024-11-08 15:09:16.260505,dummy_instrument_random_number.param0,10,
834,2024-11-08 15:09:16.289169,dummy_instrument_random_number.param2,22,
835,2024-11-08 15:09:17.308470,dummy_instrument_random_number.param2,22,
836,2024-11-08 15:09:17.372601,dummy_instrument_random_number.param0,10,
837,2024-11-08 15:09:18.310535,dummy_instrument_random_number.param2,22,
838,2024-11-08 15:09:18.513735,dummy_instrument_random_number.param0,10,
839,2024-11-08 15:09:19.311614,dummy_instrument_random_number.param2,22,
840,2024-11-08 15:09:19.612005,dummy_instrument_random_number.param0,10,
841,2024-11-08 15:09:20.315955,dummy_instrument_random_number.param2,22,
842,2024-11-08 15:09:20.713965,dummy_instrument_random_number.param0,10,
843,2024-11-08 15:09:21.313132,dummy_instrument_random_number.param2,22,
844,2024-11-08 15:09:21.819664,dummy_instrument_random_number.param0,10,
845,2024-11-08 15:09:22.310915,dummy_instrument_random_number.param2,22,
846,2024-11-08 15:09:22.920263,dummy_instrument_random_number.param0,10,
847,2024-11-08 15:09:23.286157,dummy_instrument_random_number.param2,22,
848,2024-11-08 15:09:24.032313,dummy_instrument_random_number.param0,10,
849,2024-11-08 15:09:24.306396,dummy_instrument_random_number.param2,22,
850,2024-11-08 15:09:25.158169,dummy_instrument_random_number.param0,10,
851,2024-11-08 15:09:25.290320,dummy_instrument_random_number.param2,22,
852,2024-11-08 15:09:26.261865,dummy_instrument_random_number.param0,10,
853,2024-11-08 15:09:26.296055,dummy_instrument_random_number.param2,22,
854,2024-11-08 15:09:27.310123,dummy_instrument_random_number.param2,22,
855,2024-11-08 15:09:27.363032,dummy_instrument_random_number.param0,10,
856,2024-11-08 15:09:28.327509,dummy_instrument_random_number.param2,22,
857,2024-11-08 15:09:28.465085,dummy_instrument_random_number.param0,10,
858,2024-11-08 15:09:29.291082,dummy_instrument_random_number.param2,22,
859,2024-11-08 15:09:29.589328,dummy_instrument_random_number.param0,10,
860,2024-11-08 15:09:30.312812,dummy_instrument_random_number.param2,22,
861,2024-11-08 15:09:30.703709,dummy_instrument_random_number.param0,10,
862,2024-11-08 15:09:31.288740,dummy_instrument_random_number.param2,22,
863,2024-11-08 15:09:31.811196,dummy_instrument_random_number.param0,10,
864,2024-11-08 15:09:32.293582,dummy_instrument_random_number.param2,22,
865,2024-11-08 15:09:32.903806,dummy_instrument_random_number.param0,10,
866,2024-11-08 15:09:33.306964,dummy_instrument_random_number.param2,22,
867,2024-11-08 15:09:34.043745,dummy_instrument_random_number.param0,10,
868,2024-11-08 15:09:34.306525,dummy_instrument_random_number.param2,22,
869,2024-11-08 15:09:35.129621,dummy_instrument_random_number.param0,10,
870,2024-11-08 15:09:35.299909,dummy_instrument_random_number.param2,22,
871,2024-11-08 15:09:36.250803,dummy_instrument_random_number.param0,10,
872,2024-11-08 15:09:36.298616,dummy_instrument_random_number.param2,22,
873,2024-11-08 15:09:37.292567,dummy_instrument_random_number.param2,22,
874,2024-11-08 15:09:37.340376,dummy_instrument_random_number.param0,10,
875,2024-11-08 15:09:38.291879,dummy_instrument_random_number.param2,22,
876,2024-11-08 15:09:38.465168,dummy_instrument_random_number.param0,10,
877,2024-11-08 15:09:39.293727,dummy_instrument_random_number.param2,22,
878,2024-11-08 15:09:39.577458,dummy_instrument_random_number.param0,10,
879,2024-11-08 15:09:40.320608,dummy_instrument_random_number.param2,22,
880,2024-11-08 15:09:40.706915,dummy_instrument_random_number.param0,10,
881,2024-11-08 15:09:41.284088,dummy_instrument_random_number.param2,22,
882,2024-11-08 15:09:41.780821,dummy_instrument_random_number.param0,10,
883,2024-11-08 15:09:42.319247,dummy_instrument_random_number.param2,22,
884,2024-11-08 15:09:42.902488,dummy_instrument_random_number.param0,10,
885,2024-11-08 15:09:43.312588,dummy_instrument_random_number.param2,22,
886,2024-11-08 15:09:44.006418,dummy_instrument_random_number.param0,10,
887,2024-11-08 15:09:44.311906,dummy_instrument_random_number.param2,22,
888,2024-11-08 15:09:45.101927,dummy_instrument_random_number.param0,10,
889,2024-11-08 15:09:45.289503,dummy_instrument_random_number.param2,22,
890,2024-11-08 15:09:46.238820,dummy_instrument_random_number.param0,10,
891,2024-11-08 15:09:46.286350,dummy_instrument_random_number.param2,22,
892,2024-11-08 15:09:47.304475,dummy_instrument_random_number.param2,22,
893,2024-11-08 15:09:47.334797,dummy_instrument_random_number.param0,10,
894,2024-11-08 15:09:48.291692,dummy_instrument_random_number.param2,22,
895,2024-11-08 15:09:48.449200,dummy_instrument_random_number.param0,10,
896,2024-11-08 15:09:49.313469,dummy_instrument_random_number.param2,22,
897,2024-11-08 15:09:49.552550,dummy_instrument_random_number.param0,10,
898,2024-11-08 15:09:50.297930,dummy_instrument_random_number.param2,22,
899,2024-11-08 15:09:50.676891,dummy_instrument_random_number.param0,10,
900,2024-11-08 15:09:51.315171,dummy_instrument_random_number.param2,22,
901,2024-11-08 15:09:51.783917,dummy_instrument_random_number.param0,10,
902,2024-11-08 15:09:52.303530,dummy_instrument_random_number.param2,22,
903,2024-11-08 15:09:52.888234,dummy_instrument_random_number.param0,10,
904,2024-11-08 15:09:53.311528,dummy_instrument_random_number.param2,22,
905,2024-11-08 15:09:53.997410,dummy_instrument_random_number.param0,10,
906,2024-11-08 15:09:54.318621,dummy_instrument_random_number.param2,22,
907,2024-11-08 15:09:55.107523,dummy_instrument_random_number.param0,10,
908,2024-11-08 15:09:55.299686,dummy_instrument_random_number.param2,22,
909,2024-11-08 15:09:56.227107,dummy_instrument_random_number.param0,10,
910,2024-11-08 15:09:56.327101,dummy_instrument_random_number.param2,22,
911,2024-11-08 15:09:57.307504,dummy_instrument_random_number.param2,22,
912,2024-11-08 15:09:57.330554,dummy_instrument_random_number.param0,10,
913,2024-11-08 15:09:58.317857,dummy_instrument_random_number.param2,22,
914,2024-11-08 15:09:58.427650,dummy_instrument_random_number.param0,10,
915,2024-11-08 15:09:59.285722,dummy_instrument_random_number.param2,22,
916,2024-11-08 15:09:59.539820,dummy_instrument_random_number.param0,10,
917,2024-11-08 15:10:00.315552,dummy_instrument_random_number.param2,22,
918,2024-11-08 15:10:00.662075,dummy_instrument_random_number.param0,10,
919,2024-11-08 15:10:01.309004,dummy_instrument_random_number.param2,22,
920,2024-11-08 15:10:01.749320,dummy_instrument_random_number.param0,10,
921,2024-11-08 15:10:02.303904,dummy_instrument_random_number.param2,22,
922,2024-11-08 15:10:02.879268,dummy_instrument_random_number.param0,10,
923,2024-11-08 15:10:03.307225,dummy_instrument_random_number.param2,22,
924,2024-11-08 15:10:03.961059,dummy_instrument_random_number.param0,10,
925,2024-11-08 15:10:04.301658,dummy_instrument_random_number.param2,22,
926,2024-11-08 15:10:05.078324,dummy_instrument_random_number.param0,10,
927,2024-11-08 15:10:05.314392,dummy_instrument_random_number.param2,22,
928,2024-11-08 15:10:06.185519,dummy_instrument_random_number.param0,10,
929,2024-11-08 15:10:06.319142,dummy_instrument_random_number.param2,22,
930,2024-11-08 15:10:07.301095,dummy_instrument_random_number.param0,10,
931,2024-11-08 15:10:07.333981,dummy_instrument_random_number.param2,22,
932,2024-11-08 15:10:08.311580,dummy_instrument_random_number.param2,22,
933,2024-11-08 15:10:08.399141,dummy_instrument_random_number.param0,10,
934,2024-11-08 15:10:09.318540,dummy_instrument_random_number.param2,22,
935,2024-11-08 15:10:09.525919,dummy_instrument_random_number.param0,10,
936,2024-11-08 15:10:10.304344,dummy_instrument_random_number.param2,22,
937,2024-11-08 15:10:10.644269,dummy_instrument_random_number.param0,10,
938,2024-11-08 15:10:11.300584,dummy_instrument_random_number.param2,22,
939,2024-11-08 15:10:11.730606,dummy_instrument_random_number.param0,10,
940,2024-11-08 15:10:12.301936,dummy_instrument_random_number.param2,22,
941,2024-11-08 15:10:12.879186,dummy_instrument_random_number.param0,10,
942,2024-11-08 15:10:13.295509,dummy_instrument_random_number.param2,22,
943,2024-11-08 15:10:13.949277,dummy_instrument_random_number.param0,10,
944,2024-11-08 15:10:14.314470,dummy_instrument_random_number.param2,22,
945,2024-11-08 15:10:15.078803,dummy_instrument_random_number.param0,10,
946,2024-11-08 15:10:15.303874,dummy_instrument_random_number.param2,22,
947,2024-11-08 15:10:16.190811,dummy_instrument_random_number.param0,10,
948,2024-11-08 15:10:16.302366,dummy_instrument_random_number.param2,22,
949,2024-11-08 15:10:17.285001,dummy_instrument_random_number.param0,10,
950,2024-11-08 15:10:17.316352,dummy_instrument_random_number.param2,22,
951,2024-11-08 15:10:18.331314,dummy_instrument_random_number.param2,22,
952,2024-11-08 15:10:18.410141,dummy_instrument_random_number.param0,10,
953,2024-11-08 15:10:19.318691,dummy_instrument_random_number.param2,22,
954,2024-11-08 15:10:19.551211,dummy_instrument_random_number.param0,10,
955,2024-11-08 15:10:20.312485,dummy_instrument_random_number.param2,22,
956,2024-11-08 15:10:20.621471,dummy_instrument_random_number.param0,10,
957,2024-11-08 15:10:21.334048,dummy_instrument_random_number.param2,22,
958,2024-11-08 15:10:21.716595,dummy_instrument_random_number.param0,10,
959,2024-11-08 15:10:22.334652,dummy_instrument_random_number.param2,22,
960,2024-11-08 15:10:22.846832,dummy_instrument_random_number.param0,10,
961,2024-11-08 15:10:23.333851,dummy_instrument_random_number.param2,22,
962,2024-11-08 15:10:23.939029,dummy_instrument_random_number.param0,10,
963,2024-11-08 15:10:24.335683,dummy_instrument_random_number.param2,22,
964,2024-11-08 15:10:25.062094,dummy_instrument_random_number.param0,10,
965,2024-11-08 15:10:25.323389,dummy_instrument_random_number.param2,22,
966,2024-11-08 15:10:26.178629,dummy_instrument_random_number.param0,10,
967,2024-11-08 15:10:26.325653,dummy_instrument_random_number.param2,22,
968,2024-11-08 15:10:27.263079,dummy_instrument_random_number.param0,10,
969,2024-11-08 15:10:27.323207,dummy_instrument_random_number.param2,22,
970,2024-11-08 15:10:28.320510,dummy_instrument_random_number.param2,22,
971,2024-11-08 15:10:28.384388,dummy_instrument_random_number.param0,10,
972,2024-11-08 15:10:29.335146,dummy_instrument_random_number.param2,22,
973,2024-11-08 15:10:29.478269,dummy_instrument_random_number.param0,10,
974,2024-11-08 15:10:30.346490,dummy_instrument_random_number.param2,22,
975,2024-11-08 15:10:30.612794,dummy_instrument_random_number.param0,10,
976,2024-11-08 15:10:31.354064,dummy_instrument_random_number.param2,22,
977,2024-11-08 15:10:31.711627,dummy_instrument_random_number.param0,10,
978,2024-11-08 15:10:32.333636,dummy_instrument_random_number.param2,22,
979,2024-11-08 15:10:32.841323,dummy_instrument_random_number.param0,10,
980,2024-11-08 15:10:33.332544,dummy_instrument_random_number.param2,22,
981,2024-11-08 15:10:33.933551,dummy_instrument_random_number.param0,10,
982,2024-11-08 15:10:34.326698,dummy_instrument_random_number.param2,22,
983,2024-11-08 15:10:35.059632,dummy_instrument_random_number.param0,10,
984,2024-11-08 15:10:35.327871,dummy_instrument_random_number.param2,22,
985,2024-11-08 15:10:36.151470,dummy_instrument_random_number.param0,10,
986,2024-11-08 15:10:36.346135,dummy_instrument_random_number.param2,22,
987,2024-11-08 15:10:37.287782,dummy_instrument_random_number.param0,10,
988,2024-11-08 15:10:37.321004,dummy_instrument_random_number.param2,22,
989,2024-11-08 15:10:38.331687,dummy_instrument_random_number.param2,22,
990,2024-11-08 15:10:38.362254,dummy_instrument_random_number.param0,10,
991,2024-11-08 15:10:39.357750,dummy_instrument_random_number.param2,22,
992,2024-11-08 15:10:39.498952,dummy_instrument_random_number.param0,10,
993,2024-11-08 15:10:40.346168,dummy_instrument_random_number.param2,22,
994,2024-11-08 15:10:40.627656,dummy_instrument_random_number.param0,10,
995,2024-11-08 15:10:41.341709,dummy_instrument_random_number.param2,22,
996,2024-11-08 15:10:41.722445,dummy_instrument_random_number.param0,10,
997,2024-11-08 15:10:42.352381,dummy_instrument_random_number.param2,22,
998,2024-11-08 15:10:42.825151,dummy_instrument_random_number.param0,10,
999,2024-11-08 15:10:43.337270,dummy_instrument_random_number.param2,22,
1000,2024-11-08 15:10:43.937189,dummy_instrument_random_number.param0,10,
1001,2024-11-08 15:10:44.338238,dummy_instrument_random_number.param2,22,
1002,2024-11-08 15:10:45.059691,dummy_instrument_random_number.param0,10,
1003,2024-11-08 15:10:45.327999,dummy_instrument_random_number.param2,22,
1004,2024-11-08 15:10:46.173324,dummy_instrument_random_number.param0,10,
1005,2024-11-08 15:10:46.350328,dummy_instrument_random_number.param2,22,
1006,2024-11-08 15:10:47.264335,dummy_instrument_random_number.param0,10,
1007,2024-11-08 15:10:47.345769,dummy_instrument_random_number.param2,22,
1008,2024-11-08 15:10:48.363255,dummy_instrument_random_number.param2,22,
1009,2024-11-08 15:10:48.394974,dummy_instrument_random_number.param0,10,
1010,2024-11-08 15:10:49.326535,dummy_instrument_random_number.param2,22,
1011,2024-11-08 15:10:49.501197,dummy_instrument_random_number.param0,10,
1012,2024-11-08 15:10:50.332056,dummy_instrument_random_number.param2,22,
